tweets,health_index,depression_risk,anxiety_risk,stress_level,social_isolation,self_esteem_issues,emotional_instability,emotional_signature
People are driving me crazy ||| Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| This is so frustrating!,44,25,44,72,28,43,83,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Nothing seems to go right,35,69,62,63,40,44,76,"Sad, withdrawn, anxious"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment",97,16,12,8,8,3,4,"Calm, joyful, optimistic"
"I had a great day today! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| I had a great day today!",83,14,11,18,6,0,5,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling down today... ||| Nothing seems to go right ||| I hate Mondays ||| Life is tough sometimes,54,86,51,52,49,43,65,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| I hate Mondays ||| Feeling down today... ||| Feeling down today...,39,79,70,52,67,61,59,"Sad, withdrawn, anxious"
I hate Mondays ||| I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Life is tough sometimes,51,79,74,57,44,53,53,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy,49,40,51,71,30,44,85,"Irritable, stressed, impatient"
Excited about my new project! ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Excited about my new project!,97,20,7,8,0,20,3,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Excited about my new project!",87,5,5,23,5,7,17,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| People are driving me crazy ||| This is so frustrating! ||| I can't stand traffic anymore ||| This is so frustrating!,63,30,41,81,44,22,71,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends,99,13,6,18,10,19,9,"Calm, joyful, optimistic"
Feeling down today... ||| I hate Mondays ||| Feeling lonely and anxious ||| I hate Mondays ||| Life is tough sometimes,59,82,74,54,60,48,80,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| Why does this always happen to me? ||| Why does this always happen to me? ||| This is so frustrating! ||| I can't stand traffic anymore,56,44,67,88,28,50,73,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| This is so frustrating! ||| Why does this always happen to me?,45,34,50,72,35,44,66,"Irritable, stressed, impatient"
I hate Mondays ||| Nothing seems to go right ||| Feeling lonely and anxious ||| I hate Mondays ||| Feeling lonely and anxious,52,63,68,70,75,68,69,"Sad, withdrawn, anxious"
Life is tough sometimes ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Life is tough sometimes,58,62,72,68,79,40,58,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling down today...,51,64,55,70,78,41,68,"Sad, withdrawn, anxious"
"I had a great day today! ||| Excited about my new project! ||| Excited about my new project! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",82,2,20,4,15,4,6,"Calm, joyful, optimistic"
Why does this always happen to me? ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,63,49,50,65,47,30,68,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating!,46,21,44,67,20,47,66,"Irritable, stressed, impatient"
"I had a great day today! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| I had a great day today!",92,12,16,4,6,13,4,"Calm, joyful, optimistic"
Why does this always happen to me? ||| People are driving me crazy ||| People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me?,67,24,56,77,40,23,79,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Feeling down today... ||| Life is tough sometimes,52,88,80,44,69,54,65,"Sad, withdrawn, anxious"
This is so frustrating! ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,61,20,41,84,30,45,68,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| This is so frustrating! ||| I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy,67,49,63,61,29,36,90,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| This is so frustrating! ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,49,20,70,74,47,50,61,"Irritable, stressed, impatient"
This is so frustrating! ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| This is so frustrating!,41,32,65,77,31,35,76,"Irritable, stressed, impatient"
Feeling down today... ||| Feeling down today... ||| Feeling down today... ||| Nothing seems to go right ||| Feeling lonely and anxious,40,81,62,62,58,40,73,"Sad, withdrawn, anxious"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| I had a great day today!,91,1,13,9,14,7,15,"Calm, joyful, optimistic"
I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Life is tough sometimes ||| Feeling down today...,49,79,70,53,56,49,69,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Excited about my new project! ||| I had a great day today! ||| Life is beautiful, enjoying every moment",94,6,16,6,4,5,16,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling down today...,48,67,60,40,54,44,53,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays,41,60,63,54,58,57,51,"Sad, withdrawn, anxious"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| I had a great day today!",97,9,18,11,10,3,14,"Calm, joyful, optimistic"
"Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| I had a great day today!",89,19,19,7,6,19,6,"Calm, joyful, optimistic"
Nothing seems to go right ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling lonely and anxious,60,71,54,46,44,41,58,"Sad, withdrawn, anxious"
This is so frustrating! ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| People are driving me crazy,68,47,61,76,24,20,84,"Irritable, stressed, impatient"
I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Feeling lonely and anxious,57,70,64,58,78,40,62,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| Why does this always happen to me? ||| People are driving me crazy ||| This is so frustrating! ||| Why does this always happen to me?,49,35,64,75,44,25,82,"Irritable, stressed, impatient"
I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Feeling down today... ||| Nothing seems to go right,52,79,52,67,74,55,76,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| I had a great day today! ||| I had a great day today! ||| Excited about my new project! ||| I had a great day today!",91,5,0,11,18,6,11,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy ||| Angry and exhausted 😡,42,37,56,60,33,30,69,"Irritable, stressed, impatient"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Had a wonderful lunch with friends ||| I had a great day today!",93,17,19,28,7,9,19,"Calm, joyful, optimistic"
Life is tough sometimes ||| Life is tough sometimes ||| Life is tough sometimes ||| Feeling down today... ||| Nothing seems to go right,41,63,52,46,79,54,76,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| Why does this always happen to me? ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| I can't stand traffic anymore,61,23,69,74,30,46,60,"Irritable, stressed, impatient"
Life is tough sometimes ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling down today...,30,60,59,57,44,62,77,"Sad, withdrawn, anxious"
Life is tough sometimes ||| Life is tough sometimes ||| I hate Mondays ||| Feeling down today... ||| Nothing seems to go right,40,81,55,46,56,49,57,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating!,42,38,64,77,29,32,66,"Irritable, stressed, impatient"
People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| Angry and exhausted 😡 ||| Why does this always happen to me?,54,22,56,68,28,20,62,"Irritable, stressed, impatient"
Nothing seems to go right ||| Feeling down today... ||| Feeling down today... ||| I hate Mondays ||| Life is tough sometimes,52,89,50,60,67,69,64,"Sad, withdrawn, anxious"
Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Excited about my new project! ||| Had a wonderful lunch with friends,98,12,10,8,13,16,7,"Calm, joyful, optimistic"
I hate Mondays ||| Nothing seems to go right ||| I hate Mondays ||| Feeling lonely and anxious ||| I hate Mondays,55,76,55,58,65,43,69,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling down today... ||| Feeling down today... ||| I hate Mondays ||| Feeling lonely and anxious,42,89,68,44,55,64,63,"Sad, withdrawn, anxious"
People are driving me crazy ||| This is so frustrating! ||| This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡,44,29,65,62,27,32,60,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays ||| I hate Mondays ||| Feeling down today...,39,76,63,68,60,48,76,"Sad, withdrawn, anxious"
Feeling down today... ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Life is tough sometimes,32,75,52,52,40,50,56,"Sad, withdrawn, anxious"
Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Had a wonderful lunch with friends,94,7,13,24,13,6,5,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling down today... ||| Nothing seems to go right ||| I hate Mondays ||| Life is tough sometimes,44,62,59,53,75,45,79,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| People are driving me crazy,40,39,65,60,31,40,70,"Irritable, stressed, impatient"
Nothing seems to go right ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Life is tough sometimes ||| I hate Mondays,34,81,67,66,46,68,51,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays,43,82,74,54,62,56,62,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes ||| I hate Mondays ||| I hate Mondays,40,66,73,59,59,60,64,"Sad, withdrawn, anxious"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",93,19,3,8,4,13,17,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| I had a great day today!",97,1,13,8,11,11,7,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| This is so frustrating! ||| Why does this always happen to me? ||| This is so frustrating!,66,20,61,79,41,45,71,"Irritable, stressed, impatient"
People are driving me crazy ||| Why does this always happen to me? ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy,51,25,47,77,45,35,69,"Irritable, stressed, impatient"
This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| I can't stand traffic anymore,54,30,54,75,41,22,84,"Irritable, stressed, impatient"
I had a great day today! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Excited about my new project!,94,15,18,4,20,3,17,"Calm, joyful, optimistic"
"I had a great day today! ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| I had a great day today!",90,3,3,30,1,19,2,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| This is so frustrating! ||| People are driving me crazy ||| Why does this always happen to me?,40,25,55,63,46,34,76,"Irritable, stressed, impatient"
